material,rA,rB,rX,nA,nB,nX,rA_rB_ratio,rA_rX_ratio,rB_rX_ratio,rS_A,rP_A,Z_A,HOMO_A,LUMO_A,EA_A,IP_A,rS_B,rP_B,Z_B,HOMO_B,LUMO_B,EA_B,IP_B,rS_X,rP_X,Z_X,HOMO_X,LUMO_X,EA_X,IP_X,rX_rB_ratio,t_sisso,t,tau,p_t_sisso,exp_label
LaYO3,1.36,0.9,1.4,3,3,-2,1.51111,0.971429,0.642857,2.0543,2.6761,57,-2.77812393,-2.778124026,-0.221691857,5.811499678,1.785,2.3581,39,-2.518776272,-2.518776358,0.156404543,6.250735445,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.555555901,3.536276774,0.848530275,3.536276428,0.931011474,1
LuCrO3,1.03,0.62,1.4,3,3,-2,1.66129,0.735714,0.442857,1.6229,2.3206,71,-1.753315674,-1.753315735,0.309014449,5.260028343,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,3.07667221,0.850630597,3.076671482,0.987128759,1
LuFeO3,1.03,0.64,1.4,3,3,-2,1.60938,0.735714,0.457143,1.6229,2.3206,71,-1.753315674,-1.753315735,0.309014449,5.260028343,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.33386903,0.842291082,3.333869713,0.966681655,1
LuMnO3,1.03,0.64,1.4,3,3,-2,1.60938,0.735714,0.457143,1.6229,2.3206,71,-1.753315674,-1.753315735,0.309014449,5.260028343,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.33386903,0.842291082,3.333869713,0.966681655,1
LuTiO3,1.03,0.67,1.4,3,3,-2,1.53731,0.735714,0.478571,1.6229,2.3206,71,-1.753315674,-1.753315735,0.309014449,5.260028343,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.08955411,3.814121338,0.830083965,3.814119467,0.824642885,1
MgSiO3,0.89,0.4,1.4,2,4,-2,2.225,0.635714,0.285714,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,0.9466,1.1405,14,-4.081062694,-4.081062834,-1.044708796,7.740621249,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,3.5000035,5.06419421,0.899599227,5.06419071,0.024499652,1
NaCoF3,1.39,0.74,1.33,1,2,-1,1.87838,1.04511,0.556391,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.2878,1.614,27,-4.433222619,0.143554959,-1.359047269,7.672566088,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.797297224,3.776915067,0.929147483,3.77691514,0.844230346,1
NaCrF3,1.39,0.8,1.33,1,2,-1,1.7375,1.04511,0.601504,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.662499335,3.807595718,0.902974314,3.807596383,0.828217797,1
NaCuF3,1.39,0.73,1.33,1,2,-1,1.90411,1.04511,0.548872,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.2022,2.0302,29,-4.608164122,-0.602440535,-1.547456908,8.147436643,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.821918407,3.77854343,0.933657908,3.778542831,0.843412895,1
NaFeF3,1.39,0.78,1.33,1,2,-1,1.78205,1.04511,0.586466,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.705128686,3.789517479,0.911533313,3.789516998,0.83780992,1
NaIO3,1.39,0.95,1.4,1,5,-2,1.46316,0.992857,0.678571,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.473685141,4.318051515,0.839503357,4.318050585,0.382263909,1
NaMgF3,1.39,0.72,1.33,1,2,-1,1.93056,1.04511,0.541353,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.3518,1.9116,12,-4.705332847,-1.306562749,0.500356867,7.971348956,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.847223531,3.782052218,0.938212336,3.782050909,0.84163926,1
NaMnF3,1.39,0.83,1.33,1,2,-1,1.6747,1.04511,0.62406,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.602410025,3.850256083,0.890433004,3.850255697,0.803739758,1
NaNbO3,1.39,0.64,1.4,1,5,-2,2.17188,0.992857,0.457143,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.5834,2.0916,41,-4.453727958,-4.453728111,-1.10549939,7.13506764,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.987781906,0.967074946,3.98778259,0.706214368,1
NaNiF3,1.39,0.69,1.33,1,2,-1,2.01449,1.04511,0.518797,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.927536204,3.803874894,0.952146183,3.803874922,0.830229285,1
NaPaO3,1.39,0.78,1.4,1,5,-2,1.78205,0.992857,0.557143,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.8856,2.5112,91,-2.372951708,-2.372951789,0.007839781,5.399198505,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.794871335,3.879260127,0.904969215,3.879260587,0.785569733,1
NaSbO3,1.39,0.6,1.4,1,5,-2,2.31667,0.992857,0.428571,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.0035,1.24,51,-4.826825142,-4.826825308,-1.761990047,8.318195555,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,4.090846727,0.986416445,4.090844394,0.614779024,1
NaTaO3,1.39,0.64,1.4,1,5,-2,2.17188,0.992857,0.457143,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.4665,2.0433,73,-3.596314935,-3.596315059,-0.282505093,7.686524359,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.987781906,0.967074946,3.98778259,0.706214368,1
NaUO3,1.39,0.76,1.4,1,5,-2,1.82895,0.992857,0.542857,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.8798,2.4176,92,-1.995272694,-1.995272763,0.546861709,5.590257615,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.842105748,3.8714625,0.91334856,3.871462015,0.790578605,1
NaVF3,1.39,0.79,1.33,1,2,-1,1.75949,1.04511,0.593985,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.683544197,3.797553545,0.907233627,3.797553651,0.833602188,1
NaWO3,1.39,0.62,1.4,1,5,-2,2.24194,0.992857,0.442857,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.4074,2.0694,74,-4.486426917,-4.486427071,-0.886546205,8.757290192,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,4.035006386,0.976649945,4.035005658,0.666132617,1
NaZnF3,1.39,0.74,1.33,1,2,-1,1.87838,1.04511,0.556391,1.7588,2.6021,11,-2.744531102,-2.744531196,-0.757021682,5.147636082,1.1068,1.6661,30,-5.977182213,-1.10740279,0.922398154,9.889346303,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.797297224,3.776915067,0.929147483,3.77691514,0.844230346,1
NdAlO3,1.27,0.54,1.4,3,3,-2,2.35185,0.907143,0.385714,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.1043,1.3964,13,-2.712046523,-2.712046616,-0.348149866,5.763264071,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.592594513,1.842748181,0.973185496,1.84274626,0.999873408,1
NdCoO3,1.27,0.61,1.4,3,3,-2,2.08197,0.907143,0.435714,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.2878,1.614,27,-4.433222619,0.143554959,-1.359047269,7.672566088,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.295083472,1.812451507,0.939293463,1.812450002,0.999886959,1
NdCrO3,1.27,0.62,1.4,3,3,-2,2.04839,0.907143,0.442857,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,1.82808784,0.934643496,1.828087112,0.999880157,1
NdFeO3,1.27,0.64,1.4,3,3,-2,1.98438,0.907143,0.457143,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,1.874327476,0.925480324,1.87432816,0.999857548,1
NdGaO3,1.27,0.62,1.4,3,3,-2,2.04839,0.907143,0.442857,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.0027,1.3439,31,-2.578899489,-2.578899577,-0.243516492,5.68897238,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,1.82808784,0.934643496,1.828087112,0.999880157,1
NdInO3,1.27,0.8,1.4,3,3,-2,1.5875,0.907143,0.571429,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.1407,1.5132,49,-2.517885812,-2.517885898,-0.167838524,5.364511347,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.749998688,3.054861385,0.858172664,3.054862698,0.988134376,1
NdMnO3,1.27,0.64,1.4,3,3,-2,1.98438,0.907143,0.457143,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,1.874327476,0.925480324,1.87432816,0.999857548,1
NdNiO3,1.27,0.6,1.4,3,3,-2,2.11667,0.907143,0.428571,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,1.801775984,0.943989931,1.801773651,0.99989138,1
NdRhO3,1.27,0.66,1.4,3,3,-2,1.92424,0.907143,0.471429,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.4595,2.1777,45,-3.372244215,-3.372244331,-0.861204978,8.36732556,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.121210193,1.940837153,0.916495078,1.940839082,0.999817333,1
NdScO3,1.27,0.74,1.4,3,3,-2,1.71622,0.907143,0.528571,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.6506,2.1774,21,-3.235728521,-3.235728632,0.27533028,6.884656711,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.891893426,2.424256574,0.88223358,2.42425504,0.998883583,1
NdTiO3,1.27,0.67,1.4,3,3,-2,1.89552,0.907143,0.478571,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.08955411,1.981845593,0.912067566,1.981843722,0.999787056,1
NdVO3,1.27,0.64,1.4,3,3,-2,1.98438,0.907143,0.457143,2.0025,2.7222,60,-2.121072399,-2.121072471,0.35862481,5.776794444,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,1.874327476,0.925480324,1.87432816,0.999857548,1
PbGeO3,1.49,0.53,1.4,2,4,-2,2.81132,1.06429,0.378571,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.922,1.1722,32,-3.894931082,-3.894931216,-0.915962684,7.445211101,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.641512424,4.081088265,1.058830956,4.081085274,0.624037692,1
PbHfO3,1.49,0.71,1.4,2,4,-2,2.09859,1.06429,0.507143,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.5365,2.1377,72,-2.693665714,-2.693665806,0.184573527,6.503687658,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.97183043,3.634010743,0.968504145,3.634011299,0.903127735,1
PbTiO3,1.49,0.6,1.4,2,4,-2,2.48333,1.06429,0.428571,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,3.793601507,1.021771873,3.793599173,0.835682651,1
PbZrO3,1.49,0.72,1.4,2,4,-2,2.06944,1.06429,0.514286,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,1.6694,2.22,40,-3.602222285,-3.602222409,-0.27140666,7.13955023,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.944443364,3.635361798,0.963935729,3.635362878,0.902679188,1
PrAlO3,1.18,0.54,1.4,3,3,-2,2.18519,0.842857,0.385714,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.1043,1.3964,13,-2.712046523,-2.712046616,-0.348149866,5.763264071,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.592594513,1.978863766,0.94038149,1.978861846,0.999789417,1
PrCoO3,1.18,0.61,1.4,3,3,-2,1.93443,0.842857,0.435714,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.2878,1.614,27,-4.433222619,0.143554959,-1.359047269,7.672566088,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.295083472,2.090442999,0.907631886,2.090441494,0.999680314,1
PrCrO3,1.18,0.62,1.4,3,3,-2,1.90323,0.842857,0.442857,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,2.130209331,0.903138659,2.130208603,0.999629005,1
PrFeO3,1.18,0.64,1.4,3,3,-2,1.84375,0.842857,0.457143,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,2.228421296,0.894284358,2.228421979,0.9994641,1
PrGaO3,1.18,0.62,1.4,3,3,-2,1.90323,0.842857,0.442857,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.0027,1.3439,31,-2.578899489,-2.578899577,-0.243516492,5.68897238,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.258065245,2.130209331,0.903138659,2.130208603,0.999629005,1
PrLuO3,1.18,0.86,1.4,3,3,-2,1.37209,0.842857,0.614286,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.6229,2.3206,71,-1.753315674,-1.753315735,0.309014449,5.260028343,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.62790622,5.640277205,0.807230129,5.640277963,0.002467456,1
PrMnO3,1.18,0.64,1.4,3,3,-2,1.84375,0.842857,0.457143,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,2.228421296,0.894284358,2.228421979,0.9994641,1
PrNiO3,1.18,0.6,1.4,3,3,-2,1.96667,0.842857,0.428571,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.2517,1.5674,28,-4.439555219,-4.439555371,-1.351387103,7.89877133,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.333335667,2.056750919,0.912170045,2.056748585,0.999718183,1
PrRhO3,1.18,0.66,1.4,3,3,-2,1.78788,0.842857,0.471429,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.4595,2.1777,45,-3.372244215,-3.372244331,-0.861204978,8.36732556,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.121210193,2.352463014,0.885601986,2.352464943,0.999147027,1
PrRuO3,1.18,0.68,1.4,3,3,-2,1.73529,0.842857,0.485714,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.484,2.1211,44,-3.652617833,-3.652617958,-1.199648337,7.647563123,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.05882474,2.503872655,0.877086582,2.503871444,0.998495128,1
PrScO3,1.18,0.74,1.4,3,3,-2,1.59459,0.842857,0.528571,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.6506,2.1774,21,-3.235728521,-3.235728632,0.27533028,6.884656711,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.891893426,3.143927941,0.85249537,3.143926407,0.98346719,1
PrTiO3,1.18,0.67,1.4,3,3,-2,1.76119,0.842857,0.478571,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.5467,2.0603,22,-4.219539298,-4.219539443,-0.313899272,7.119306924,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.08955411,2.424653038,0.881323715,2.424651167,0.998881923,1
PrVO3,1.18,0.64,1.4,3,3,-2,1.84375,0.842857,0.457143,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,2.228421296,0.894284358,2.228421979,0.9994641,1
PrYbO3,1.18,0.87,1.4,3,3,-2,1.35632,0.842857,0.621429,2.0197,2.7135,59,-2.32098203,-2.32098211,0.11525855,5.700078068,1.7383,2.489,70,-3.076991947,-1.09445333,0.476799897,6.531525293,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.609194293,5.959889064,0.803674049,5.959890174,0.000709387,1
PuCrO3,0.96,0.8,1.4,4,2,-2,1.2,0.685714,0.571429,1.8484,2.5649,94,-2.030584673,-2.030584742,0.830556317,6.242662488,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.749998688,12.07711044,0.75853464,12.07711175,7.36E-14,1
PuVO3,0.96,0.79,1.4,4,2,-2,1.21519,0.685714,0.564286,1.8484,2.5649,94,-2.030584673,-2.030584742,0.830556317,6.242662488,1.4818,2.0566,23,-4.348428313,-4.348428462,-0.780744828,7.16966336,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.772151001,10.71185827,0.761998268,10.71185917,1.18E-11,1
RbCaCl3,1.72,1,1.81,1,2,-1,1.72,0.950276,0.552486,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.810000615,3.981534749,0.888289404,3.981534134,0.711270523,1
RbCaF3,1.72,1,1.33,1,2,-1,1.72,1.29323,0.75188,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.7984,2.3102,20,-3.766160788,-1.945847603,0.149995456,6.309259883,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.329999468,3.501533602,0.925614213,3.501534134,0.938988532,1
RbCdBr3,1.72,0.95,1.96,1,2,-1,1.81053,0.877551,0.484694,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.7514,0.8834,35,-7.858438652,0.05511027,-3.678150769,12.55431178,2.063157374,4.113140795,0.89421289,4.113141316,0.593219698,1
RbCdCl3,1.72,0.95,1.81,1,2,-1,1.81053,0.950276,0.524862,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,1.905262717,3.955246138,0.904381603,3.955246579,0.731899395,1
RbCdF3,1.72,0.95,1.33,1,2,-1,1.81053,1.29323,0.714286,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.2355,1.7966,48,-5.657022666,-1.1571185,0.948262351,9.271929602,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.39999944,3.449982862,0.94591277,3.449983422,0.949246891,1
RbCoF3,1.72,0.74,1.33,1,2,-1,2.32432,1.29323,0.556391,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.2878,1.614,27,-4.433222619,0.143554959,-1.359047269,7.672566088,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.797297224,3.553100108,1.041874935,3.55310018,0.926810106,1
RbCrCl3,1.72,0.8,1.81,1,2,-1,2.15,0.950276,0.441989,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.262499745,4.071239554,0.956357558,4.071239808,0.633265012,1
RbCrF3,1.72,0.8,1.33,1,2,-1,2.15,1.29323,0.601504,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.4246,1.9893,24,-4.388888021,-4.388888172,-1.078476537,7.228118701,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.662499335,3.471239143,1.012526345,3.471239808,0.94523135,1
RbCuF3,1.72,0.73,1.33,1,2,-1,2.35616,1.29323,0.548872,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.2022,2.0302,29,-4.608164122,-0.602440535,-1.547456908,8.147436643,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.821918407,3.571123535,1.04693258,3.571122936,0.922047914,1
RbDyI3,1.72,1.07,2.2,1,2,-1,1.60748,0.781818,0.486364,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.2852,2.5601,66,-3.164901584,-1.17326927,0.471119175,6.187950808,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,2.056073229,4.442610548,0.84766531,4.442612085,0.264828657,1
RbFeF3,1.72,0.78,1.33,1,2,-1,2.20513,1.29323,0.586466,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.3301,1.9365,26,-4.431945549,-0.812293253,-1.303738195,7.470425785,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.705128686,3.493656437,1.022123751,3.493655956,0.940673104,1
RbHgF3,1.72,1.02,1.33,1,2,-1,1.68627,1.29323,0.766917,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.1675,1.7351,80,-6.807995517,-0.952083452,1.388583824,10.67976299,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.303922067,3.531115787,0.917736645,3.531115288,0.932254847,1
RbIO3,1.72,0.95,1.4,1,5,-2,1.81053,1.22857,0.678571,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.9024,1.0749,53,-7.083940205,0.290870977,-3.434435017,11.13135547,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.473685141,3.523668563,0.938799453,3.523667632,0.934012357,1
RbMnCl3,1.72,0.83,1.81,1,2,-1,2.07229,0.950276,0.458564,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.6785,0.7567,17,-8.59466611,0.01972356,-3.935229812,13.87602063,2.180720685,4.024716895,0.945489858,4.024719102,0.675140067,1
RbMnF3,1.72,0.83,1.33,1,2,-1,2.07229,1.29323,0.62406,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,0.4083,2.0542,25,-4.4111366,-0.936468672,-1.152247223,7.312724568,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.602410025,3.446406236,0.998463479,3.446405849,0.949894559,1
RbNbO3,1.72,0.64,1.4,1,5,-2,2.6875,1.22857,0.457143,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.5834,2.0916,41,-4.453727958,-4.453728111,-1.10549939,7.13506764,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.905958782,1.081460154,3.905959465,0.767720739,1
RbPaO3,1.72,0.78,1.4,1,5,-2,2.20513,1.22857,0.557143,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.8856,2.5112,91,-2.372951708,-2.372951789,0.007839781,5.399198505,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,1.794871335,3.583399085,1.012008585,3.583399546,0.918643252,1
RbPbF3,1.72,1.19,1.33,1,2,-1,1.44538,1.29323,0.894737,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.0396,1.4049,82,-3.496077579,-3.496077699,-0.883045121,6.576347749,0.4044,0.374,9,-11.11141622,1.13668157,-4.336301294,19.39159515,1.117646862,4.041340761,0.855825839,4.041340958,0.660513948,1
RbTaO3,1.72,0.64,1.4,1,5,-2,2.6875,1.22857,0.457143,2.3142,3.24,37,-2.231295214,-0.662654684,-0.565455443,4.153592698,1.4665,2.0433,73,-3.596314935,-3.596315059,-0.282505093,7.686524359,0.4608,0.4333,8,-9.030485351,-0.068724319,-3.078803552,16.43136569,2.187499316,3.905958782,1.081460154,3.905959465,0.767720739,1
